0,0.74651
1,14.31437
2,27.31817
3,12.28002
4,5.18661
5,37.25097
6,42.06347
7,250.93354
8,456.15875
9,9.72547
10,2.0112
11,63.9723
12,28.47886
13,262.8225
14,5.70194
15,5.57882
16,32.71104
17,153.99909
18,275.33388
19,407.72714
20,286.62442
21,696.02303
22,831.04455
23,65.71247
0,16.98672
1,0.97891
2,0.29614
3,0.17197
4,4.37391
5,33.19854
6,300.44913
7,5.14791
8,5.10048
9,24.36178
10,38.6009
11,33.52343
12,187.39379
13,59.70257
14,44.79598
15,97.65119
16,77.25875
17,152.9132
18,353.13778
19,308.25136
20,443.66602
21,885.2623
22,819.15781
23,407.28843
0,145.13779
1,27.95859
2,1.28606
3,3.09963
4,9.48412
5,69.91653
6,368.7802
7,69.88796
8,12.75483
9,9.05854
10,5.44125
11,54.1241
12,325.95307
13,30.39459
14,30.49474
15,578.60977
16,256.66489
17,217.40684
18,236.73024
19,399.23737
20,510.17371
21,793.83329
22,196.23498
23,123.08629
0,27.02172
1,0.69136
2,0.61778
3,22.0328
4,61.15266
5,55.54695
6,389.20137
7,15.35086
8,42.65555
9,2.81851
10,75.81997
11,20.22628
12,259.16037
13,144.25802
14,69.97331
15,214.77377
16,288.71755
17,168.85835
18,100.85969
19,162.96256
20,196.13621
21,241.35772
22,146.95856
23,15.43237
0,4.3777
1,2.6874
2,32.21881
3,1.31407
4,35.6315
5,207.28663
6,195.40471
7,21.42777
8,0.92936
9,87.48593
10,17.61456
11,206.852
12,1044.15915
13,91.54723
14,457.91057
15,614.92327
16,34.48193
17,743.5097
18,1115.45388
19,474.81698
20,337.40524
21,412.66599
22,213.48292
23,4.79062
0,1.36548
1,1.01213
2,76.6559
3,22.71466
4,4.13315
5,17.09864
6,759.01713
7,162.19909
8,7.33739
9,98.86765
10,263.90077
11,308.1033
12,552.32915
13,108.68718
14,85.04536
15,320.09137
16,48.43126
17,61.58314
18,212.85846
19,200.23358
20,365.27787
21,571.33266
22,2293.53442
23,311.96864
0,309.05592
1,339.39491
2,1.07527
3,15.10805
4,57.53378
5,95.68854
6,162.93505
7,91.74304
8,150.54415
9,294.37795
10,273.10118
11,433.28901
12,927.16169
13,832.0102
14,164.73994
15,337.23578
16,271.39147
17,27.8372
18,286.30671
19,1968.41116
20,976.37926
21,1234.68367
22,325.46203
23,730.93244
0,2.46351
1,0.54082
2,17.91751
3,25.86607
4,0.36782
5,48.57956
6,74.41737
7,15.53947
8,21.64723
9,0.19343
10,11.44976
11,236.07865
12,120.22371
13,578.2445
14,231.64092
15,379.34829
16,107.25145
17,86.06795
18,96.15441
19,422.43277
20,215.98868
21,373.38912
22,910.37368
23,475.08994
0,1.38017
1,5.56868
2,3.00678
3,7.82559
4,8.00612
5,8.48364
6,42.6629
7,109.25163
8,30.05347
9,17.63076
10,353.23499
11,142.80177
12,202.89266
13,155.33168
14,85.23128
15,168.92937
16,32.95995
17,196.63048
18,436.48514
19,456.19351
20,209.79173
21,362.41118
22,606.70186
23,102.43426
0,0.6017
1,1.45488
2,6.23139
3,1.58558
4,11.00141
5,13.88468
6,190.69992
7,99.36097
8,7.95855
9,19.12895
10,5.66432
11,39.90014
12,424.46243
13,1572.2391
14,17.85831
15,9.20823
16,82.83145
17,354.07658
18,479.95426
19,895.15711
20,1441.95924
21,1110.97546
22,1433.89383
23,339.53098
