0,29.2649
1,19.2617
2,18.37236
3,18.69268
4,21.62559
5,67.33664
6,388.60271
7,299.72202
8,241.3159
9,239.17261
10,136.87462
11,466.23041
12,246.65477
13,265.93696
14,121.23041
15,309.8023
16,473.10014
17,125.80942
18,629.07349
19,663.64677
20,510.07355
21,327.63341
22,69.35108
23,41.09985
0,16.20729
1,3.2039
2,2.30543
3,0.73235
4,2.45929
5,91.10065
6,132.42737
7,76.31249
8,72.43454
9,87.7754
10,70.52978
11,106.81045
12,116.57964
13,63.84893
14,184.89688
15,125.88149
16,359.37427
17,46.55016
18,384.78011
19,792.0443
20,657.20548
21,668.29638
22,286.22795
23,93.375
0,37.00075
1,16.02434
2,1.72947
3,5.60373
4,0.91669
5,41.97447
6,329.21549
7,158.01937
8,233.73673
9,229.06763
10,160.13001
11,177.69449
12,139.85086
13,173.34402
14,199.47684
15,320.1224
16,85.60414
17,122.5121
18,159.88079
19,504.50706
20,558.71792
21,582.33862
22,190.98852
23,64.17749
0,68.81218
1,3.30568
2,2.85024
3,2.71296
4,4.73792
5,37.0332
6,92.80716
7,89.59983
8,56.74471
9,32.72288
10,59.46032
11,90.13728
12,369.63069
13,122.17442
14,65.42928
15,38.70168
16,199.46791
17,408.83139
18,974.44239
19,319.07521
20,379.86463
21,449.99056
22,289.55888
23,214.99756
0,3.47618
1,4.84142
2,4.38123
3,2.83437
4,197.72599
5,197.66808
6,230.5906
7,89.18055
8,27.26768
9,17.00388
10,235.22892
11,277.96867
12,194.43084
13,75.85098
14,152.65552
15,1353.20988
16,712.29467
17,187.16795
18,373.50253
19,507.0704
20,936.30307
21,810.82126
22,478.7569
23,327.67235
0,11.29716
1,1.13366
2,151.22472
3,572.66061
4,2.22438
5,36.33432
6,28.83913
7,131.70312
8,297.55796
9,144.77951
10,124.67569
11,171.80184
12,566.34814
13,321.04888
14,419.31518
15,349.11139
16,234.45638
17,132.96759
18,299.14663
19,564.01713
20,924.42857
21,1069.8125
22,273.30161
23,229.6206
0,1115.31788
1,418.83295
2,280.38107
3,73.63086
4,12.02001
5,58.05243
6,102.33523
7,347.82197
8,150.20657
9,1074.4147
10,233.38732
11,453.17141
12,253.96429
13,203.4903
14,441.01584
15,404.80971
16,331.30005
17,137.25696
18,359.779
19,251.61701
20,579.56724
21,372.11065
22,259.4514
23,182.49851
0,46.74359
1,0.0954
2,621.13225
3,65.54889
4,23.55583
5,50.35351
6,78.65658
7,44.71525
8,84.92472
9,369.99866
10,112.04949
11,156.48947
12,88.27173
13,52.87381
14,53.26148
15,20.31271
16,134.41397
17,213.98787
18,145.03623
19,359.86964
20,383.64766
21,726.14185
22,610.60508
23,48.64506
0,7.77984
1,0.57348
2,155.32492
3,0.66427
4,56.3371
5,89.61783
6,184.35407
7,39.87636
8,23.77662
9,222.53475
10,341.57248
11,1068.61926
12,361.31028
13,214.16683
14,57.27431
15,101.11481
16,80.66582
17,274.14832
18,337.91225
19,1324.24195
20,587.86163
21,346.25378
22,434.38717
23,558.73499
0,102.88011
1,14.04496
2,26.94778
3,5.31896
4,54.34799
5,49.14197
6,113.12724
7,291.28295
8,124.4082
9,731.32665
10,1148.18644
11,401.56712
12,186.2173
13,116.92271
14,124.76949
15,165.9045
16,201.22989
17,586.85682
18,1109.94909
19,504.86684
20,1891.24318
21,995.58917
22,2615.35991
23,719.2989
