0,59.01721
1,40.34814
2,1.27435
3,2.11746
4,3.51484
5,209.28405
6,65.62237
7,678.87953
8,186.88056
9,210.22742
10,537.21002
11,156.29893
12,386.68265
13,149.55012
14,132.34198
15,304.68712
16,345.06737
17,373.63577
18,378.36392
19,475.81333
20,95.41208
21,210.57737
22,36.44645
23,8.18678
0,116.0423
1,523.94405
2,575.41361
3,47.3728
4,1.40319
5,95.23733
6,111.06843
7,186.61692
8,685.67493
9,601.53098
10,114.40928
11,145.24612
12,616.74458
13,1197.702
14,1162.55962
15,132.64919
16,106.73855
17,141.08978
18,199.09997
19,80.09733
20,224.34434
21,333.49948
22,85.61003
23,179.45213
0,5.5573
1,1.14571
2,2.77415
3,1.92416
4,0.73236
5,90.57695
6,182.40733
7,649.79382
8,453.02911
9,131.34505
10,126.26113
11,383.47514
12,314.34348
13,79.34973
14,116.86154
15,408.26404
16,69.88892
17,64.15991
18,156.82009
19,512.47996
20,430.0969
21,478.79179
22,70.52826
23,6.80604
0,1.6319
1,5.28027
2,0.87448
3,1.32641
4,1.32238
5,30.63646
6,44.12649
7,85.52678
8,68.93558
9,178.01011
10,134.63801
11,164.56116
12,73.39807
13,68.96685
14,7.42652
15,34.10206
16,33.07651
17,34.21476
18,143.05974
19,215.75908
20,148.91272
21,221.08144
22,123.51244
23,78.91969
0,61.51495
1,56.53917
2,58.90902
3,59.11003
4,59.82772
5,154.03365
6,177.33376
7,143.36564
8,93.61384
9,415.88544
10,193.45788
11,224.62749
12,452.53346
13,293.58144
14,296.20771
15,64.32513
16,146.275
17,22.7684
18,184.73659
19,861.35877
20,339.69059
21,673.51187
22,182.64189
23,143.00242
0,39.07747
1,10.72371
2,0.70012
3,0.72794
4,0.70653
5,7.68632
6,340.89594
7,105.4655
8,534.67971
9,677.38325
10,447.04148
11,400.25149
12,149.70681
13,131.63303
14,84.17993
15,28.99514
16,74.93773
17,185.76089
18,104.97557
19,315.30481
20,237.388
21,122.16009
22,192.82194
23,53.85182
0,9.50033
1,0.39939
2,9.13958
3,0.02521
4,0.11243
5,5.68437
6,36.69249
7,129.58938
8,282.68373
9,554.51765
10,873.976
11,1470.87582
12,1183.7777
13,1397.38233
14,977.77177
15,269.50691
16,287.83861
17,225.6677
18,174.1418
19,313.28235
20,400.01369
21,509.43604
22,44.45169
23,29.98276
0,24.15027
1,16.17033
2,31.04986
3,0.09751
4,0.36519
5,149.32959
6,364.32545
7,337.04654
8,235.19846
9,129.76025
10,149.35497
11,104.4741
12,296.35523
13,204.41216
14,638.58278
15,52.58048
16,151.04603
17,34.38298
18,37.42215
19,99.73791
20,229.11209
21,325.28427
22,48.32825
23,8.56409
0,99.61447
1,0.02146
2,0.07286
3,0.31615
4,0.2877
5,19.20328
6,105.82794
7,116.13344
8,120.77429
9,123.75811
10,68.98186
11,217.0977
12,27.51722
13,29.83339
14,108.02768
15,66.81191
16,270.96962
17,79.46305
18,101.13218
19,37.05703
20,153.27205
21,599.10581
22,123.64466
23,163.41183
0,11.07753
1,0.64845
2,0.24411
3,34.12953
4,2.6651
5,14.12397
6,98.6766
7,352.42206
8,208.68412
9,66.89703
10,304.90713
11,337.9343
12,372.47534
13,345.17295
14,257.13546
15,48.83754
16,22.58227
17,58.12584
18,368.98398
19,621.13542
20,345.27476
21,429.60226
22,287.01583
23,3.2541
