1,20.6417947164545,17.7167947164545,65.8
2,15.4583395360831,12.5333395360831,56.4
3,8.70201693359782,5.77701693359782,51.7
4,6.80299811481532,3.87799811481533,51.7
5,8.50443367577035,5.57943367577035,51.7
6,11.5231910986886,8.59819109868863,47
7,12.9903983882751,10.0653983882751,47
8,14.6904349186164,11.7654349186164,47
9,16.2728466922445,13.3478466922445,56.4
10,16.351931610205,13.426931610205,56.4
11,15.8690582389443,12.9440582389443,56.4
12,21.0566038904726,18.1316038904726,65.8
13,25.0850499215135,22.1600499215135,75.2
14,29.9358293982713,27.0108293982713,79.9
15,34.0388098195102,31.1138098195102,94
16,33.9984126087667,31.0734126087667,94
17,33.073579726249,30.148579726249,94
18,32.7637044322642,29.8387044322642,89.3
19,35.9368382376588,33.0118382376588,98.7
20,42.7252951200394,39.8002951200394,98.3043265618402
21,50.4961920052994,47.5711920052994,97.340101964015
22,50.5375204120749,47.6125204120749,98.3963351358389
23,46.7662703168067,43.8412703168067,99.8120892351499
24,38.9881194234389,36.0631194234389,99.8783820394307
