1880,1880,1880,3760,1880,1880,1880,1880,1880,3760
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,3760,1880,1880
1880,1880,1880,1880,1880,1880,1880,3760,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,5640,1880,1880,1880
1880,1880,1880,3760,1880,1880,7520,1880,1880,3760
1880,1880,1880,3760,1880,1880,7520,1880,1880,3760
1880,1880,1880,3760,1880,1880,7520,1880,1880,5640
1880,1880,1880,3760,1880,1880,5640,1880,1880,5640
1880,1880,1880,3760,1880,1880,5640,1880,1880,5640
1880,1880,1880,1880,1880,1880,5640,1880,1880,5640
3760,1880,1880,1880,1880,1880,5640,1880,1880,3760
3760,3760,1880,1880,1880,1880,7520,1880,1880,3760
3760,5640,1880,3760,3760,1880,7520,3760,1880,3760
3760,7520,1880,3760,3760,1880,7520,3760,1880,3760
3760,9400,710,7520,984,724,7520,1761,1880,5640
1049,7520,667,7520,1880,608,7520,5640,1880,5640
1880,5640,1880,7520,1880,1880,5640,5640,1880,3760
1880,3760,1880,5640,1880,1880,3760,3760,1880,3760
1880,1880,1880,5640,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,3760,3760,1880,1880,1880
1880,1880,1880,1880,1880,3760,3760,1880,1880,1880
1880,1880,1880,1880,1880,3760,5640,1880,1880,1880
1880,1880,3760,1880,1880,3760,5640,1880,3760,3760
1880,1880,3760,1880,1880,3760,5640,1880,3760,5640
1880,1880,3760,1880,1880,3760,5640,3760,3760,5640
3760,1880,3760,1880,1880,1880,5640,3760,5640,5640
3760,1880,3760,1880,1880,1880,3760,5640,5640,5640
3760,3760,1880,1880,1880,1880,3760,5640,3760,3760
3760,5640,1880,1880,1880,1880,1880,5640,5640,3760
1870,7520,1000,1384,1880,5640,5640,5640,5640,3760
1639,7520,1186,5640,1880,2184,5640,9400,2151,1850
1693,9400,1544,2918,1321,2339,2642,9400,5640,1937
1855,9400,1652,3446,1549,5640,2697,9400,2038,2007
1829,9400,1624,9400,1697,5640,2831,3459,1210,1908
3760,7520,1067,7520,3760,1094,1475,7520,1880,3760
3760,5640,1880,5640,3760,1880,1880,3760,1880,3760
1880,3760,1880,3760,3760,1880,1880,1880,1880,3760
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,3760,1880,1880,1880,1880
1880,1880,3760,1880,1880,3760,5640,1880,1880,1880
1880,1880,3760,1880,1880,3760,5640,1880,3760,1880
1880,1880,3760,1880,1880,5640,7520,1880,1880,1880
1880,3760,3760,1880,1880,5640,7520,1880,3760,3760
1880,5640,3760,1880,352,7520,7520,1880,3760,5640
3760,5640,955,3760,1880,7520,5640,959,3760,5640
3760,5640,1880,3760,297,7520,5640,1880,3760,5640
3760,5640,451,5640,322,7520,5640,3760,964,5640
3760,5640,1880,5640,378,5640,5640,3760,1880,5640
1880,5640,457,7520,443,5640,5640,3760,676,7520
1009,2360,614,9400,562,7520,7520,1832,762,7520
1327,2267,755,9400,947,2989,9400,2534,796,9400
1790,2568,787,9400,1195,7520,3155,2006,1186,9400
1868,2333,792,9400,1854,7520,7520,2346,2851,2918
1830,1542,757,7520,1925,7520,2910,5640,7520,2059
5640,1247,550,5640,1805,1747,5640,5640,7520,3760
5640,1880,1880,3760,3760,3760,3760,3760,7520,1880
3760,1880,1880,1880,3760,1880,3760,3760,7520,1880
3760,1880,1880,1880,1880,1880,3760,1880,1880,1880
3760,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,3760
1880,3760,1880,1880,1880,3760,3760,1880,1880,3760
3760,5640,1880,1880,1880,5640,3760,1880,1880,5640
3760,5640,3760,1074,3760,9400,3760,1055,1880,5640
1385,5640,5640,1265,3760,9400,3760,1422,1060,5640
1333,2092,7520,1416,5640,9400,1405,1538,3760,5640
1363,1833,9400,1148,7520,9400,1294,1554,2192,2131
1011,1428,9400,1014,7520,7520,1542,1549,5640,1660
1106,3760,9400,963,7520,1232,3760,1439,5640,3760
1039,5640,7520,939,7520,1333,3760,3760,5640,1223
974,5640,5640,775,7520,3760,3760,3760,3760,3760
1061,5640,3760,1880,7520,5640,5640,5640,944,1198
956,5640,994,1880,7520,7520,5640,1806,5640,1484
1053,1630,1082,1052,7520,7520,2154,7520,7520,1809
1075,1361,1232,1224,9400,2782,2519,7520,9400,1631
1143,1374,1110,1354,9400,2547,3036,7520,9400,1353
1045,1163,1012,1241,9400,1988,9400,2789,9400,1259
931,852,816,1118,9400,1176,9400,7520,7520,1009
1880,1880,1880,1880,7520,3760,7520,3760,5640,1880
1880,1880,1880,1880,3760,1880,5640,1880,3760,1880
1880,1880,1880,1880,3760,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,3760,1880,1880,1880,5640,1880,1880,1880
1880,1880,3760,1880,3760,1880,5640,1880,1880,1880
1880,1880,1880,1880,3760,1880,5640,3760,1880,3760
1880,1880,1880,1880,5640,1880,7520,3760,1880,3760
1880,1880,1880,1880,5640,1880,7520,3760,1880,3760
1880,1880,3760,1880,5640,1880,5640,3760,3760,3760
1880,1880,3760,1880,3760,1880,5640,3760,3760,3760
1880,1880,3760,1880,3760,1880,7520,1880,3760,1880
1880,1880,1880,3760,3760,1880,5640,1880,3760,3760
1880,1880,1880,3760,3760,1880,7520,1880,1880,5640
1880,1880,1880,3760,5640,3760,9400,1880,3760,5640
819,3760,507,3760,7520,3760,9400,1019,1880,7520
1147,5640,625,1517,7520,5640,7520,1189,1024,7520
1366,5640,634,3760,5640,1734,7520,1769,3760,7520
1313,5640,615,1861,5640,1523,5640,5640,5640,5640
3760,5640,1880,3760,3760,1880,3760,3760,3760,5640
1880,3760,1880,3760,1880,1880,1880,3760,3760,1880
1880,1880,1880,3760,1880,1880,1880,3760,3760,1880
1880,1880,1880,3760,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,5640,1880,1880,1880
3760,1880,1880,1880,3760,1880,5640,1880,1880,1880
3760,1880,1880,1880,3760,1880,7520,3760,1880,1880
3760,1880,1880,1880,5640,1880,5640,1880,1880,1880
3760,1880,1880,1880,5640,1880,5640,1880,1880,1880
3760,1880,1880,1880,5640,1880,5640,1880,1880,1880
1880,1880,1880,1880,3760,1880,5640,1880,1880,1880
1880,1880,1880,1880,3760,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,5640,1880,1880,1880
3760,3760,1880,1880,3760,1880,5640,1880,3760,3760
3760,3760,568,3760,5640,759,7520,3760,3760,5640
3760,5640,790,1295,5640,773,9400,1829,1372,9400
1813,5640,820,1947,5640,1009,9400,1808,1678,9400
1935,1927,862,1990,5640,896,7520,5640,3760,9400
3760,1126,1880,5640,3760,1880,5640,5640,1089,9400
3760,1880,1880,3760,1880,1880,5640,3760,3760,7520
1880,1880,1880,3760,1880,1880,3760,1880,1880,3760
1880,1880,1880,1880,1880,1880,3760,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
1880,1880,1880,3760,3760,1880,1880,1880,1880,1880
1880,1880,1880,1880,3760,1880,3760,3760,1880,1880
3760,1880,1880,1880,1880,1880,3760,1880,1880,1880
3760,1880,3760,1880,1880,1880,3760,3760,1880,1880
3760,1880,3760,1880,1880,1880,3760,3760,1880,1880
3760,1880,3760,1880,1880,1880,3760,3760,3760,3760
3760,1880,3760,1880,1880,1880,5640,3760,3760,3760
1880,1880,3760,1880,1880,1880,5640,3760,3760,3760
1880,1880,1880,1880,1880,1880,5640,1880,3760,5640
1880,1880,1880,1880,1880,1880,5640,1880,3760,5640
3760,1880,1880,3760,1880,3760,5640,1880,1880,5640
3760,1272,1880,3760,3760,3760,5640,5640,3760,5640
5640,1759,1092,1910,1554,5640,5640,2020,7520,5640
7520,2170,1368,5640,2017,2117,2863,5640,7520,1913
9400,2281,1523,3211,2067,1799,2914,2664,9400,3760
9400,1918,1276,2824,1871,1483,2847,7520,9400,1299
9400,1400,946,7520,1624,651,2657,5640,9400,562
5640,1880,1880,5640,1880,1880,1880,5640,3760,1880
